"ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","QUESTION__C","COLOR__C","RATING_DESCRIPTION__C","RATING__C","SCORE__C","QT__C","SHOW_EXTRA_FIELDS__C","SHOW_THESE_FIELDS__C","SORT_ORDER__C"
"a0Y110000008xrtEAA","false","4425","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35kEAC","gray","Not applicable","NA","0.0","MEDICATION COMPLIANCE","false","",""
"a0Y110000008xruEAA","false","4426","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35KEAS","green","The child?s mother/primary caretaker was emotionally and physically available to the child in the weeks following the birth.","0","0.0","MATERNAL AVAILABILITY","false","",""
"a0Y110000008xrvEAA","false","4427","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35KEAS","yellow","The primary caretaker experienced some minor or transient stressors which made her slightly less available to the child (e.g., another child in the house under two years of age, an ill family member for whom the caretaker had responsibility, a return to work before the child reached six weeks of age).","1","1.0","MATERNAL AVAILABILITY","false","",""
"a0Y110000008xrwEAA","false","4428","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35KEAS","orange","The primary caretaker experienced a moderate level of stress sufficient to make him/her significantly less emotionally and physically available to the child in the weeks following the birth (e.g., major marital conflict, significant post-partum recuperation issues or chronic pain, two or more children in the house under four years of age).","2","2.0","MATERNAL AVAILABILITY","false","",""
"a0Y110000008xrxEAA","false","4429","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35KEAS","red","The primary caretaker was unavailable to the child to such an extent that the child?s emotional or physical well-being was severely compromised (e.g., a psychiatric hospitalization, a clinical diagnosis of severe Post-Partum Depression, any hospitalization for medical reasons which separated caretaker and child for an extended period of time, divorce or abandonment).","3","6.0","MATERNAL AVAILABILITY","false","",""
"a0Y110000008xryEAA","false","4430","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35KEAS","gray","Unknown","U","0.0","MATERNAL AVAILABILITY","false","",""
"a0Y110000008xrzEAA","false","4431","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","005U0000001BHukIAG","2014-02-28T00:25:23.000Z","a0Z11000000D35KEAS","gray","Not applicable","NA","0.0","MATERNAL AVAILABILITY","false","",""
"a0Y110000008xs0EAA","false","4432","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35LEAS","green","This level indicates a child with exceptional curiosity. Infants display mouthing and banging of objects within grasp; older children crawl or walk to objects of interest.","0","0.0","CURIOUSITY","false","",""
"a0Y110000008xs1EAA","false","4433","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35LEAS","yellow","This level indicates a child with good curiosity. An ambulatory child who does not walk to interesting objects, but who will actively explore them when presented to him/her, would be rated here.","1","1.0","CURIOUSITY","false","",""
"a0Y110000008xs2EAA","false","4434","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35LEAS","orange","This level indicates a child with limited curiosity. Child may be hesitant to seek out new information or environments, or reluctant to explore even presented objects.","2","2.0","CURIOUSITY","false","",""
"a0Y110000008xs3EAA","false","4435","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35LEAS","red","This level indicates a child with very limited or no observable curiosity. Child may seem frightened of new information or environments.","3","6.0","CURIOUSITY","false","",""
"a0Y110000008xs4EAA","false","4436","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35LEAS","gray","Not applicable","NA","0.0","CURIOUSITY","false","",""
"a0Y110000008xs5EAA","false","4437","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35MEAS","green","This level indicates a child with substantial ability to play with self and others. Child enjoys play, and if old enough, regularly engages in symbolic and means-end play. If still an infant, child displays changing facial expressions in response to different play objects.","0","0.0","PLAYFULNESS","false","",""
"a0Y110000008xs6EAA","false","4438","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35MEAS","yellow","This level indicates a child with good play abilities. Child may enjoy play only with self or only with others, or may enjoy play with a limited selection of toys.","1","1.0","PLAYFULNESS","false","",""
"a0Y110000008xs7EAA","false","4439","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35MEAS","orange","This level indicates a child with limited ability to enjoy play. Child may remain preoccupied with other children or adults to the exclusion of engaging in play, or may exhibit impoverished or unimaginative play.","2","2.0","PLAYFULNESS","false","",""
"a0Y110000008xs8EAA","false","4440","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35MEAS","red","This level indicates a child who has significant problems with play both by himself/herself and with others. Child does not engage in symbolic or means-end play, although he or she will handle and manipulate toys.","3","6.0","PLAYFULNESS","false","",""
"a0Y110000008xs9EAA","false","4441","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","005U0000001BHukIAG","2014-02-28T00:25:24.000Z","a0Z11000000D35MEAS","gray","Not applicable","NA","0.0","PLAYFULNESS","false","",""
"a0Y110000008xsKEAQ","false","4452","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35PEAS","","","Presents a Risk","","Self abusive behaviors","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xsLEAQ","false","4453","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35PEAS","","","Does Not Present a Risk","","Self abusive behaviors","false","","2.0"
"a0Y110000008xsMEAQ","false","4454","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35QEAS","","","Presents a Risk","","Other","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xsNEAQ","false","4455","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35QEAS","","","Does Not Present a Risk","","Other","false","","2.0"
"a0Y110000008xsOEAQ","false","4456","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35REAS","","","Presents a Risk","","Vision","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xsPEAQ","false","4457","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35REAS","","","Does Not Present a Risk","","Vision","false","","2.0"
"a0Y110000008xsQEAQ","false","4458","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35SEAS","","","Presents a Risk","","Hearing","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xsREAQ","false","4459","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35SEAS","","","Does Not Present a Risk","","Hearing","false","","2.0"
"a0Y110000008xsSEAQ","false","4460","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35TEAS","","","Presents a Risk","","Neuropathy","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xsTEAQ","false","4461","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","005U0000001BHukIAG","2014-02-28T00:25:25.000Z","a0Z11000000D35TEAS","","","Does Not Present a Risk","","Neuropathy","false","","2.0"
"a0Y110000008xp6EAA","false","4252","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34QEAS","green","No evidence of behavior problems at school or day care. Child is behaving well.","0","0.0","SCHOOL BEHAVIOR","false","",""
"a0Y110000008xp7EAA","false","4253","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34QEAS","yellow","Child is having mild behavioral problems at school. May be related to either relationships with teachers or peers. A single detention might be rated here.","1","1.0","SCHOOL BEHAVIOR","false","",""
"a0Y110000008xp8EAA","false","4254","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34QEAS","orange","Child is having moderate behavioral difficulties at school. He/she is disruptive and may receive sanctions including suspensions or multiple detentions.","2","2.0","SCHOOL BEHAVIOR","false","",""
"a0Y110000008xp9EAA","false","4255","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34QEAS","red","Child is having severe problems with behavior in school. He/she is frequently or severely disruptive. School placement may be in jeopardy due to behavior.","3","6.0","SCHOOL BEHAVIOR","false","",""
"a0Y110000008xpAEAQ","false","4256","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34QEAS","gray","Not applicable for children three years and younger or for children not required/expected to be in school.","NA","0.0","SCHOOL BEHAVIOR","false","",""
"a0Y110000008xpBEAQ","false","4257","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34rEAC","","","Presents a Risk","","Uneven terrain","true","Description_of_Risk__c,Plan_to_reduce_Risk__c","1.0"
"a0Y110000008xpCEAQ","false","4258","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34rEAC","","","Does Not Present a Risk","","Uneven terrain","false","","2.0"
"a0Y110000008xpDEAQ","false","4259","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34REAS","green","Child is working at grade level, passing all classes and is on track with his/her educational plan.","0","0.0","SCHOOL ACHIEVEMENT","false","",""
"a0Y110000008xpEEAQ","false","4260","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34REAS","yellow","Child is doing adequately in school, although some problems with achievement exist.","1","1.0","SCHOOL ACHIEVEMENT","false","",""
"a0Y110000008xpFEAQ","false","4261","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","005U0000001BHukIAG","2014-02-28T00:25:12.000Z","a0Z11000000D34REAS","orange","Child is having moderate problems with school achievement. He/she may be failing some subjects and/or be at risk for failing the current grade.","2","2.0","SCHOOL ACHIEVEMENT","false","",""
"a0Y110000008xieEAA","false","3852","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32pEAC","yellow","Caregiver(s) has some developmental limitations that interfere with provision of assistance or attendant care.","1","1.0","DEVELOPMENTAL","false","",""
"a0Y110000008xifEAA","false","3853","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32pEAC","orange","Caregiver(s) has significant developmental limitations that prevent them from being able to provide some needed assistance or make attendant care difficult.","2","2.0","DEVELOPMENTAL","false","",""
"a0Y110000008xigEAA","false","3854","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32pEAC","red","Caregiver(s) is unable to provide any needed assistance or attendant care due to serious developmental disabilities.","3","6.0","DEVELOPMENTAL","false","",""
"a0Y110000008xihEAA","false","3855","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32pEAC","gray","Rate non applicable when the child has no known caregiver and/or when child is living in a residential or group home setting.","NA","0.0","DEVELOPMENTAL","false","",""
"a0Y110000008xiiEAA","false","3856","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32qEAC","green","This rating is used to indicate a caregiver circumstance in which supervision and monitoring are appropriate and functioning well.","0","0.0","SUPERVISION","false","",""
"a0Y110000008xijEAA","false","3857","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32qEAC","yellow","This level indicates a caregiver circumstance in which supervision is generally adequate but inconsistent. This may include a placement in which one member is capable of appropriate monitoring and supervision but others are not capable or not consistently available.","1","1.0","SUPERVISION","false","",""
"a0Y110000008xikEAA","false","3858","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32qEAC","orange","This level indicates a caregiver circumstance in which appropriate supervision and monitoring are very inconsistent and frequently absent.","2","2.0","SUPERVISION","false","",""
"a0Y110000008xilEAA","false","3859","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32qEAC","red","This level indicates a caregiver circumstance in which appropriate supervision and monitoring are nearly always absent or inappropriate.","3","6.0","SUPERVISION","false","",""
"a0Y110000008ximEAA","false","3860","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","005U0000001BHukIAG","2014-02-28T00:24:46.000Z","a0Z11000000D32qEAC","gray","Rate non applicable when the child has no known caregiver and/or when child is living in a residential or group home setting.","NA","0.0","SUPERVISION","false","",""
